Feed,Publish_DT,Title,Summary,Author,Link
Entertainment,2021-12-23 17:55:00,Sushmita confirms breaking up with Rohman, , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/sushmita-sen-confirms-breaking-up-with-rohman-shawl-says-the-relationship-was-long-over/articleshow/88455327.cms
Life And Style,2021-12-23 18:00:00,YA books to read as per your zodiac sign, , ,https://timesofindia.indiatimes.com/life-style/books/web-stories/ya-books-to-read-as-per-your-zodiac-sign/photostory/88453549.cms
Entertainment,2021-12-23 18:00:00,Stars Who Might Be On Santa's Naughty List, , ,https://timesofindia.indiatimes.com/entertainment/punjabi/web-stories/5-punjabi-stars-who-might-be-on-santas-naughty-list/photostory/88451696.cms
Tech,2021-12-23 18:01:00,Why it's 'Intel inside' advantage for Europe now, , ,https://timesofindia.indiatimes.com/gadgets-news/why-its-intel-inside-advantage-for-europe-now/articleshow/88455477.cms
Tech,2021-12-23 18:03:00,Here's why Intel has apologised to Chinese customers, , ,https://timesofindia.indiatimes.com/gadgets-news/intel-says-sorry-for-apologizes-for-chinese-mistake/articleshow/88455533.cms
Entertainment,2021-12-23 18:09:00,Vicky Kaushal soaks up the winter sun!, , ,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/while-katrina-kaif-hits-the-sets-hubby-vicky-kaushal-soaks-up-the-winter-sun/articleshow/88455578.cms
Cricket,2021-12-23 18:18:00,CABI pick 14-member Indian blind team for home series vs Bangladesh, , ,https://timesofindia.indiatimes.com/sports/cricket/news/cabi-pick-14-member-indian-blind-team-for-home-series-against-bangladesh/articleshow/88455879.cms
Entertainment,2021-12-23 18:22:00,Sara Ali Khan's gorgeous red outfits, , ,https://timesofindia.indiatimes.com/entertainment/hindi/web-stories/9-times-sara-ali-khan-left-us-stunned-with-her-gorgeous-red-outfits/photostory/88454525.cms
Sports,2021-12-23 18:28:00,"Bowling to Kohli will be tough but exciting too, says SA's Olivier", , ,https://timesofindia.indiatimes.com/sports/cricket/india-in-south-africa/india-vs-south-africa-bowling-to-virat-kohli-will-be-tough-but-exciting-too-says-sas-comeback-man-duanne-olivier/articleshow/88455848.cms
Entertainment,2021-12-23 18:33:00,Movie Review: Atrangi Re - 3.5/5, , ,https://timesofindia.indiatimes.com/web-series/reviews/hindi/atrangi-re/movie-review/88016176.cms
Tech,2021-12-23 18:47:00,Samsung has teased a new PCIe 5.0 SSD with twice the performance of the PCIe 4.0, , ,https://timesofindia.indiatimes.com/gadgets-news/samsung-has-teased-a-new-pcie-5-0-ssd-with-twice-the-performance-of-the-pcie-4-0/articleshow/88456417.cms
Sports,2021-12-23 18:50:00,U-19 Asia Cup: India thrash UAE in opener, , ,https://timesofindia.indiatimes.com/sports/cricket/news/u-19-asia-cup-india-thrash-uae-in-opener/articleshow/88456442.cms
